,group_id,artist_id
872,475721,418361
873,475721,602180
874,475721,59905
875,13149,672925
876,13149,672924
877,13149,679611
878,13149,679631
879,13149,679651
880,13149,679671
881,13149,679691
882,13149,672927
883,13149,672928
884,13149,664871
885,499453,52614
886,499453,52611
887,499453,52607
888,193767,695196
889,193767,695197
890,193767,695201
891,482762,516080
892,482762,488423
893,482762,669851
894,482762,669852
895,512321,6984
896,512321,152192
897,14252,1130
898,14252,217764
899,14252,259822
900,14252,481481
901,14252,905701
902,14252,751059
903,254581,205880
904,254581,672297
905,254581,544520
906,514619,548641
907,514619,548660
908,514619,672383
909,514619,711336
910,520160,672924
911,520160,672925
912,520160,672928
913,520160,672903
914,520160,714995
915,520160,711181
916,494501,510563
917,494501,660272
918,494501,831584
919,494501,861096
920,494501,672683
921,494501,651031
922,494501,672663
923,433162,23259
924,433162,402901
925,433162,402903
926,529805,1682
927,529805,14490
928,529805,228077
929,531700,946038
930,531700,946040
931,531700,946041
932,531700,946043
933,451061,682051
934,451061,682053
935,451061,682054
936,451061,682055
937,451061,682056
938,537569,668711
939,537569,573812
940,534360,644871
941,534360,663373
942,534360,670711
943,534360,670717
944,534360,670718
945,182366,163055
946,182366,237552
947,261662,611343
948,261662,1920
949,261662,611007
950,261662,673093
951,261662,673095
952,261662,720178
953,544960,3622
954,544960,30655
955,541500,669632
956,541500,672771
957,541500,672773
958,541500,672777
959,541500,672779
960,541500,672780
961,466821,1023925
962,550442,4263
963,550442,6984
964,550445,9842
965,550445,1088
966,550441,410161
967,550441,1605
968,550440,39333
969,550440,1965
970,550446,228767
971,550446,3865
972,550444,229115
973,550444,175203
974,550443,35007
975,550443,468244
976,552082,160139
977,552082,216186
978,554180,520900
979,554180,453920
980,554180,433760
981,554180,672334
982,515283,733904
983,515283,733905
984,515283,733906
985,569215,643851
986,569215,672234
987,569214,672231
988,569214,672230
989,569214,860963
990,569233,648551
991,569233,668731
992,569233,668752
993,31741,672861
994,31741,672862
995,31741,672865
996,31741,672867
997,31741,672869
998,581202,499462
999,581202,341370
1000,581202,151636
1001,591031,449401
1002,591031,458401
1003,614911,471744
1004,614911,672895
1005,614911,672893
1006,615471,669973
1007,615471,669975
1008,615471,669977
1009,615471,669991
1010,615471,669992
1011,532201,602056
1012,532201,650832
1013,532201,670591
1014,532201,670611
1015,532201,670631
1016,532201,670633
1017,532201,670651
1018,623451,559579
1019,623451,588495
1020,623451,670772
1021,623451,670792
1022,623451,670811
1023,623451,670813
1024,630454,593194
1025,630454,673738
1026,630454,688631
1027,630454,247582
1028,630454,673743
1029,643551,673003
1030,643551,673004
1031,535440,645713
1032,535440,672392
1033,535440,672389
1034,192827,780348
1035,192827,2744748
1036,651331,646174
1037,651331,646431
1038,651331,646172
1039,625511,672853
1040,625511,710009
1041,625511,672855
1042,625511,672857
1043,625511,672858
1044,625511,672859
1045,420527,641331
1046,420527,644152
1047,420527,644151
1048,668491,672256
1049,668491,672258
1050,668491,672102
1051,668491,672261
1052,668491,788127
1053,668491,788131
1054,673585,39333
1055,673585,7567
1056,672041,644331
1057,672041,640634
1058,311166,612072
1059,311166,615271
1060,311166,673917
1061,311166,47729
1062,649953,510886
1063,649953,523906
1064,649953,590953
1065,649953,686384
1066,686679,695328
1067,686679,695331
1068,686679,695332
1069,686679,695333
1070,686679,695335
1071,727100,543912
1072,727100,35007
1073,685624,686089
1074,685624,686120
1075,685624,686121
1076,685624,686122
1077,685624,686123
1078,685624,686124
1079,495401,259771
1080,495401,428710
1081,683453,687432
1082,683453,687434
1083,683453,687437
1084,525805,623251
1085,525805,657072
1086,588431,231569
1087,588431,497320
1088,588431,602174
1089,698291,646172
1090,698291,698776
1091,532321,1285401
1092,532321,1285403
1093,532321,1285405
1094,532321,913930
1095,532321,913927
1096,532321,913932
1097,532321,673277
1098,699642,699648
1099,699642,699644
1100,699642,699645
1101,710965,711174
1102,710965,314467
1103,710965,711181
1104,454254,675107
1105,454254,59661
1106,454254,673592
1107,454254,675111
1108,672560,673446
1109,672560,673447
1110,672560,673448
1111,672560,673449
1112,672560,673451
1113,640891,672800
1114,640891,672807
1115,640891,672808
1116,640891,672809
1117,640891,672810
1118,715422,672264
1119,715422,622291
1120,714785,679691
1121,714785,664871
1122,714785,679631
1123,714785,715973
1124,714785,715974
1125,714785,715977
1126,714785,868886
1127,715898,520282
1128,715898,454903
1129,685319,685508
1130,685319,685510
1131,685319,685511
1132,685319,685513
1133,716279,1630
1134,716279,1654
1135,716279,27644
1136,718807,661792
1137,718807,719055
1138,718807,719057
1139,229114,49098
1140,229114,27681
1141,229114,228134
1142,229114,662211
1143,647971,672287
1144,647971,30599
1145,647971,672288
1146,647971,672289
1147,647971,672293
1148,647971,672296
1149,721792,473462
1150,721792,473980
1151,721792,449580
1152,721792,683591
1153,685904,685914
1154,685904,685916
1155,685904,685915
1156,685904,685917
1157,685904,685918
1158,686920,686993
1159,686920,686996
1160,686920,686998
1161,730272,3487
1162,730272,11376
1163,730272,58459
1164,730272,789626
1165,693951,758847
1166,693951,758848
1167,693951,758850
1168,693951,786647
1169,578231,674873
1170,578231,602208
1171,578231,674877
1172,578231,674875
1173,578231,674876
1174,743563,39333
1175,743563,6984
1176,743565,4263
1177,743565,35682
1178,743564,9842
1179,743564,7523
1180,743566,228767
1181,743566,578231
1182,743562,229115
1183,743562,8933
1184,743567,35007
1185,743567,261662
1186,742726,28263
1187,742726,646178
1188,742726,742773
1189,742726,742770
1190,742726,742760
1191,742726,742759
1192,742726,742767
1193,742726,742763
1194,742726,742768
1195,742726,742771
1196,742726,777287
1197,744134,6272
1198,744134,261744
1199,750053,756530
1200,750053,756529
1201,750053,756533
1202,750053,756531
1203,750398,471743
1204,750398,471744
1205,750398,672895
1206,750398,672890
1207,760193,672263
1208,760193,614026
1209,467880,642013
1210,467880,642031
1211,467880,642051
1212,559971,672870
1213,559971,672871
1214,559971,672872
1215,559971,672873
1216,559971,1813707
1217,767374,769504
1218,767374,769505
1219,767374,769508
1220,767374,769507
1221,500421,500423
1222,500421,749324
1223,243157,732931
1224,243157,527002
1225,524121,674489
1226,524121,674557
1227,524121,674560
1228,556100,27744
1229,556100,314367
1230,556100,532029
1231,789978,646171
1232,789978,712454
1233,790881,6984
1234,790881,247621
1235,773241,684113
1236,773241,684111
1237,773241,2190053
1238,791573,860221
1239,791573,860220
1240,791573,860218
1241,791573,860217
1242,828478,858235
1243,828478,858236
1244,828478,858237
1245,828478,858238
1246,828478,858239
1247,828478,858240
1248,789331,722093
1249,789331,586498
1250,789331,744170
1251,789331,789499
1252,789331,789501
1253,789331,789503
1254,789331,789504
1255,789331,789505
1256,858846,670591
1257,858846,670633
1258,858846,670651
1259,672375,725991
1260,672375,725988
1261,672375,725986
1262,672375,725984
1263,672375,725985
1264,672375,725989
1265,672375,725987
1266,785589,757777
1267,785589,785640
1268,785589,785645
1269,785589,785646
1270,889388,4263
1271,889388,261143
1272,889387,560207
1273,889387,247621
1274,889387,6984
1275,889389,35007
1276,889389,537920
1277,889392,39333
1278,889392,785589
1279,889391,9842
1280,889391,1130
1281,889390,229115
1282,889390,38
1283,791216,837027
1284,791216,859389
1285,791216,828700
1286,791216,837993
1287,791216,859391
1288,791216,837032
1289,925018,925021
1290,925018,925022
1291,945262,591712
1292,945262,741567
1293,945262,945665
1294,945262,945666
1295,945586,686996
1296,945586,686998
1297,956983,247582
1298,956983,673743
1299,960251,896291
1300,960251,968260
1301,960251,968261
1302,960251,968264
1303,960251,968265
1304,960251,968266
1305,960251,968267
1306,960251,968270
1307,960251,968272
1308,960251,968274
1309,960251,968276
1310,861436,868678
1311,861436,874338
1312,861436,874339
1313,861436,874340
1314,861436,868682
1315,861436,868680
1316,861436,874344
1317,861436,868681
1318,861436,874346
1319,861436,874347
1320,861436,868679
1321,861436,868683
1322,861436,868677
1323,995169,995174
1324,995169,995173
1325,995169,995171
1326,995169,995172
1327,857994,857996
1328,857994,857998
1329,857994,858000
1330,857994,858001
1331,857994,858003
1332,857994,858004
1333,1166886,742773
1334,1166886,742763
1335,1285544,560207
1336,1285544,3264
1337,1285543,35007
1338,1285543,742773
1339,1285547,1166964
1340,1285547,739740
1341,1285545,9842
1342,1285545,314367
1343,1285548,229115
1344,1285548,602056
1345,1285546,4263
1346,1285546,735541
1347,724318,838722
1348,724318,838724
1349,1624993,418201
1350,1624993,510565
1351,1624993,458181
1352,1624993,512480
1353,829211,829289
1354,829211,713986
1355,829211,2019061
1356,958953,990452
1357,958953,990453
1358,958953,990454
1359,958953,990455
1360,958953,990456
1361,958953,990457
1362,958953,968274
1363,958953,990458
1364,958953,968267
1365,958953,990459
1366,1865973,1865969
1367,1865973,1865964
1368,1865973,1865373
1369,1865973,945663
1370,1865973,1865967
1371,1865973,1865375
1372,1865973,1865966
1373,1865973,1865968
1374,1865973,672809
1375,1865973,1865965
1376,1865973,875152
1377,1816966,672800
1378,1816966,672807
1379,1816966,672808
1380,1816966,672810
1381,839732,839735
1382,839732,839736
1383,943959,946814
1384,943959,923695
1385,943959,946816
1386,943959,946817
1387,943959,946818
1388,943959,946819
1389,943959,946820
1390,943959,946821
1391,943959,946822
1392,943959,946823
1393,943959,946824
1394,943959,946825
1395,943959,968276
1396,1221596,1229546
1397,1221596,1229547
1398,1221596,1229548
1399,1221596,1229549
1400,1221596,1229550
1401,1221596,1229551
1402,635412,2191319
1403,635412,1957267
1404,635412,1957264
1405,635412,2401068
1406,2137482,1050107
1407,2137482,2138414
1408,2137482,2138416
1409,2137482,2138418
1410,2137482,2138419
1411,1201990,991777
1412,1201990,991770
1413,1201990,991779
1414,1201990,991771
1415,1201990,991772
1416,1201990,991773
1417,1201990,991775
1418,1201990,991778
1419,1201990,991774
1420,858851,776579
1421,858851,946280
1422,2189926,945663
1423,2189926,1865969
1424,2189926,1865375
1425,2189928,1865967
1426,2189928,1865373
1427,2189927,1865968
1428,2189927,875152
1429,2189927,672809
1430,2189929,1865964
1431,2189929,1865965
1432,2189929,1865966
1433,1182662,672287
1434,1182662,672288
1435,1182662,672289
1436,1182662,672296
1437,2398653,2399717
1438,2398653,2399720
1439,2398653,2399719
1440,2398653,2399724
1441,2398653,2399726
1442,2398653,2399721
1443,2398653,2399727
1444,2398653,2399728
1445,2398653,2399723
1446,2398653,2399729
1447,2398653,2399730
1448,2398653,2399731
1449,103964,27252
1450,103964,3356
1451,103964,28006
1452,103964,48969
1453,2622030,2622592
1454,2622030,2622593
1455,2622030,2622594
1456,2622030,2622595
1457,2622030,2622596
1458,861430,860259
1459,861430,1866274
1460,861430,1866275
1461,861430,1866276
1462,861430,1704778
1463,772253,772255
1464,772253,772258
1465,772253,861835
1466,2633192,2297933
1467,2633192,1760226
1468,2743578,1229244
1469,2743578,913165
1470,2743578,2086047
1471,2743578,2743582
1472,2743578,2743583
1473,2743578,2743584
1474,2743578,2743585
1475,2743578,2743586
1476,2743578,2743588
1477,2743578,2743589
1478,2743578,2743590
1479,1705084,2877702
1480,1705084,2877704
1481,1705084,2877705
1482,882818,980812
1483,882818,882816
1484,882818,882812
1485,882818,882813
1486,882818,1239284
1487,882818,882815
1488,894864,895386
1489,894864,895389
1490,894864,895390
1491,894864,895391
1492,2869463,253606
1493,2869463,747523
1494,2869463,26823
1495,2869463,2086543
1496,2869463,683172
1497,2879819,2883726
1498,2879819,2881111
1499,2879819,2883728
1500,2878372,780918
1501,2878372,780920
1502,2895619,2895620
1503,2895619,2895621
1504,2895619,2895623
1505,2895619,2895624
1506,2136895,2136898
1507,2136895,2136901
1508,2136895,2136902
1509,2863470,2917776
1510,2899555,2899557
1511,2899555,2899559
1512,2899555,2899560
1513,2899555,2899561
1514,2754623,2754650
1515,2754623,2753718
1516,2754623,2754651
1517,2899290,2901546
1518,2899290,2901547
1519,2899290,2901549
1520,2899290,2901551
1521,2899290,2901553
1522,2899290,2901555
1523,783462,784315
1524,783462,784317
1525,783462,784318
1526,783462,784320
1527,2939206,2939207
1528,2939206,2939211
1529,2939206,2939213
1530,2939206,2939215
1531,2939206,2939208
1532,2939206,1760325
1533,2939206,738480
1534,2939206,1702472
1535,2939210,2939211
1536,2939210,2939215
1537,2939210,2939208
1538,2939210,1760325
1539,2939212,2939207
1540,2939212,2939213
1541,2939212,738480
1542,2939212,1702472
1543,3055146,2399726
1544,3055146,3055166
1545,3055146,3055169
1546,3055146,2399717
1547,3055146,3055170
1548,3055146,3055172
1549,3063272,2165
1550,3063272,236797
1551,3063272,435380
1552,3063272,780920
1553,3063272,780915
1554,3063272,2899557
1555,3063272,2899560
1556,3060223,9842
1557,3060223,35007
1558,3060223,789503
1559,2019210,2019215
1560,2019210,2019216
1561,2019210,23138
1562,2019210,2019217
1563,2019210,2019218
1564,2019210,2019219
1565,2019210,2019220
1566,2019210,2019221
1567,3058246,868646
1568,3058246,3058257
1569,3058246,3058263
1570,3058246,3058265
1571,3058246,3058266
1572,3058246,3058267
1573,3058246,3058274
1574,3058246,3058275
1575,3058246,2738932
1576,3070786,829811
1577,3070786,3070788
1578,3070786,3070789
1579,3070786,3070792
1580,3070786,3070793
1581,3070786,3070794
1582,3092950,2399729
1583,3092950,2399720
1584,3092950,3093330
1585,3092950,3093335
1586,3092950,3093339
1587,3110856,46751
1588,3110856,784317
1589,3110856,1229685
1590,3110856,3101554
1591,3110857,242868
1592,3110857,2006587
1593,3110857,3101553
1594,3110857,760046
1595,3110858,1639
1596,3110858,620351
1597,3110858,652531
1598,3110858,641331
1599,3114174,3116664
1600,3114174,3116665
1601,3114174,3116666
1602,3114174,3116671
1603,3114174,3116674
1604,231983,618374
1605,231983,697013
1606,231983,697017
1607,231983,697020
1608,231983,697024
1609,3101552,1639
1610,3101552,242868
1611,3101552,46751
1612,3101552,620351
1613,3101552,652531
1614,3101552,641331
1615,3101552,2006587
1616,3101552,784317
1617,3101552,3101553
1618,3101552,760046
1619,3101552,1229685
1620,3101552,3101554
1621,2112233,874344
1622,2112233,874347
1623,2112233,868682
1624,2632253,2633358
1625,2632253,2633359
1626,2632253,2633360
1627,2632253,2633361
1628,2632253,2633362
1629,104369,52282
1630,104369,52290
1631,104369,52291
1632,104369,29719
1633,2736779,2112526
1634,2736779,967268
1635,2736779,2643836
1636,2736779,2642065
1637,100757,4059
1638,100757,4060
1639,100757,261071
1640,106248,13136
1641,106248,45886
1642,100909,20236
1643,100909,27281
1644,100909,48278
1645,100909,28330
1646,404720,47538
1647,404720,675032
1648,404720,676911
1649,493280,606302
1650,493280,673646
1651,493280,673649
1652,493280,636852
